timestamp,x,y,x_gt,y_gt,v_linear,v_angular,cpu,memory
2025-01-01T12:00:00,-0.029601586798812817,0.0053326107028949755,0.0,0.0,0.22235196310917146,-0.005403998387814115,35.29047473348314,411.75114745520193
2025-01-01T12:00:00.200000,0.06292497067702592,0.01903380208918532,0.052998650060748706,0.0031999074675638896,0.22128250104500682,0.017977399393632132,35.97427087756463,415.9624725718806
2025-01-01T12:00:00.400000,0.10940910183165348,0.010073281006408094,0.10598920194383339,0.006399259762044052,0.2234359244238836,0.010949507404023895,34.17555376131713,419.7271370014491
2025-01-01T12:00:00.600000,0.1546118691526484,-0.001188234504140493,0.15896356475940335,0.009597501818016933,0.21400675698426205,0.01990244925596004,35.935563400680316,426.56750461343466
2025-01-01T12:00:00.800000,0.22032957668548772,0.03712906416666721,0.21191366218667582,0.012794078785358239,0.22601838896533355,0.024117186853686287,37.895680359734214,428.5455152609172
2025-01-01T12:00:01,0.24764929768182617,0.033194241268242296,0.2648314397420798,0.01598843613683986,0.22233763713039478,0.04781424438215755,32.37304869717058,416.5495906311197
2025-01-01T12:00:01.200000,0.33499173415975836,0.03858782474898272,0.31770887202774734,0.019180019775663595,0.22552474680445067,0.026120177568724694,34.76737766114166,410.2937934437306
2025-01-01T12:00:01.400000,0.3755355968321838,0.03186367871413684,0.3705379699538299,0.02236827614291051,0.2325546766615214,0.036259880943518064,35.5450628786437,421.8986554663594
2025-01-01T12:00:01.600000,0.42991243634453974,0.042836672822653805,0.4233107879281404,0.025552652324885055,0.23830284305205415,0.04929575893311579,37.861589273956795,427.85631040753447
2025-01-01T12:00:01.800000,0.47377396729217486,0.036905889623176286,0.4760194310066494,0.02873259616033278,0.22325988607139607,0.09367852345237718,36.38200091614906,420.5182157416427
2025-01-01T12:00:02,0.5303462430039667,0.05963642005473857,0.5286560619984019,0.03190755634751072,0.23582416662664293,0.07610973380725224,34.40116687627888,420.9059562703403
2025-01-01T12:00:02.200000,0.5639059438808791,0.04228447132343894,0.5812129085184605,0.03507698255108944,0.24116887496976136,0.09357675163246923,36.049797444682234,425.5015128558762
2025-01-01T12:00:02.400000,0.6257657186881824,0.05084165345522142,0.6336822699825272,0.038240325508865865,0.22796988882608488,0.09307979023924345,34.14908831800974,420.9535581841589
2025-01-01T12:00:02.600000,0.6908722567563355,0.034137707957740966,0.6860565245369485,0.041397037138265966,0.23532370469842293,0.1037208583754726,32.52634434804722,412.28742133854615
2025-01-01T12:00:02.800000,0.7352045782869118,0.05363881111515914,0.7383281359178712,0.0445465706426164,0.2428745526255495,0.12912846488567106,37.38077622350655,420.50343949387843
2025-01-01T12:00:03,0.8083016613830815,0.0733324344132376,0.7904896602333691,0.047688380617164385,0.2454717352081825,0.0976692552269456,34.071056476529044,424.01814846649376
2025-01-01T12:00:03.200000,0.884242086483628,0.07099305389297042,0.8425337526624449,0.050821923154825026,0.23860739389905286,0.10839227460054653,33.83131726792268,425.29303392288057
